t,data
0.0,-5.0092773
0.00039062501,-3.8017707
0.00078125001,-3.6955254
0.001171875,-4.8521228
0.0015625,-4.0189238
0.001953125,-4.5791078
0.00234375,-5.1811819
0.002734375,-4.6472197
0.003125,-4.8964338
0.0035156251,-5.9944353
0.0039062501,-4.2056656
0.0042968751,-5.3115354
0.0046875001,-5.349762
0.0050781251,-4.3928957
0.0054687501,-6.5194855
0.0058593751,-5.7605066
0.0062500001,-4.9477553
0.0066406251,-6.3903599
0.0070312501,-5.5814333
0.0074218751,-5.1905441
0.0078125001,-6.5648298
0.0082031251,-5.8955545
0.0085937501,-5.9622421
0.0089843751,-6.8124614
0.0093750001,-5.4075131
0.0097656251,-6.5858231
0.01015625,-6.9632854
0.010546875,-6.6869202
0.0109375,-7.1723175
0.011328125,-6.0946331
0.01171875,-6.6135149
0.012109375,-7.0119581
0.0125,-7.3959703
0.012890625,-7.4337983
0.01328125,-7.4896965
0.013671875,-7.5015364
0.0140625,-6.6462584
0.014453125,-6.7905531
0.01484375,-7.9751196
0.015234375,-7.516469
0.015625,-8.1961899
0.016015625,-8.7270536
0.01640625,-7.1505995
0.016796875,-7.8878012
0.0171875,-7.7195597
0.017578125,-7.2894573
0.01796875,-8.1058455
0.018359375,-8.0076609
0.01875,-8.7703686
0.019140625,-8.9698009
0.01953125,-8.6433659
0.019921875,-7.8834352
0.0203125,-7.8755169
0.020703125,-7.8403535
0.02109375,-8.2802219
0.021484375,-9.3918419
0.021875,-8.4803686
0.022265625,-9.047987
0.02265625,-9.1108742
0.023046875,-8.0400314
0.0234375,-9.2056875
0.023828125,-8.5297127
0.02421875,-8.5591488
0.024609375,-9.3695393
0.025,-8.6213131
0.025390625,-9.2390614
0.02578125,-9.6198206
0.026171875,-8.5304155
0.0265625,-9.0585518
0.026953125,-9.3843193
0.02734375,-9.1847343
0.027734375,-9.4218712
0.028125,-9.5566597
0.028515625,-9.2987804
0.02890625,-9.5314274
0.029296875,-10.053461
0.0296875,-9.5429287
0.030078125,-9.2456932
0.03046875,-9.2018852
0.030859375,-9.2870035
0.03125,-10.160898
0.031640625,-10.412886
0.03203125,-10.144897
0.032421875,-10.146481
0.0328125,-9.8699636
0.033203125,-9.6312933
0.033593751,-10.105415
0.033984376,-9.6047935
0.034375001,-9.9292946
0.034765626,-10.653285
0.035156251,-10.476949
0.035546876,-10.714439
0.035937501,-10.683876
0.036328126,-9.9504986
0.036718751,-9.9925041
0.037109376,-10.121246
0.037500001,-10.276398
0.037890626,-10.597483
0.038281251,-10.893467
0.038671876,-10.910027
0.039062501,-10.52477
0.039453126,-10.053447
0.039843751,-10.581857
0.040234376,-10.541492
0.040625001,-10.521732
0.041015626,-11.120552
0.041406251,-11.048738
0.041796876,-10.845405
0.042187501,-10.90733
0.042578126,-10.407858
0.042968751,-10.36022
0.043359376,-10.525927
0.043750001,-10.853635
0.044140626,-11.743189
0.044531251,-11.427721
0.044921876,-10.980434
0.045312501,-11.213038
0.045703126,-10.365824
0.046093751,-10.107738
0.046484376,-11.060741
0.046875001,-10.709237
0.047265626,-11.427097
0.047656251,-11.897642
0.048046876,-11.156384
0.048437501,-11.353099
0.048828126,-10.517225
0.049218751,-10.317914
0.049609376,-11.091242
0.050000001,-10.537458
0.050390626,-11.391382
0.050781251,-11.633324
0.051171876,-10.615705
0.051562501,-10.973324
0.051953126,-11.064445
0.052343751,-10.606165
0.052734376,-11.021646
0.053125001,-10.968126
0.053515626,-10.683333
0.053906251,-10.938866
0.054296876,-10.932549
0.054687501,-11.069218
0.055078126,-10.945429
0.055468751,-10.345124
0.055859376,-11.125433
0.056250001,-10.690889
0.056640626,-10.428364
0.057031251,-11.365078
0.057421876,-10.196731
0.057812501,-10.55429
0.058203126,-10.827337
0.058593751,-10.283079
0.058984376,-11.043817
0.059375001,-10.526846
0.059765626,-10.663883
0.060156251,-11.198572
0.060546876,-10.107201
0.060937501,-11.00312
0.061328126,-10.614788
0.061718751,-9.9389858
0.062109376,-10.522429
0.062500001,-10.4396
0.062890626,-10.280787
0.063281251,-10.966416
0.063671876,-10.476141
0.064062501,-10.750353
0.064453126,-10.420477
0.064843751,-10.223768
0.065234376,-10.438471
0.065625001,-9.9379597
0.066015626,-10.034708
0.066406251,-10.34906
0.066796876,-10.511945
0.067187501,-10.409622
0.067578126,-10.634647
0.067968751,-9.9229546
0.068359376,-9.3470516
0.068750001,-10.713795
0.069140626,-9.7834797
0.069531251,-10.17205
0.069921876,-10.814665
0.070312501,-9.2933636
0.070703126,-9.9313889
0.071093751,-10.01136
0.071484376,-9.5221605
0.071875001,-10.630873
0.072265626,-9.700861
0.072656251,-9.7879009
0.073046876,-10.174442
0.073437501,-9.1622143
0.073828126,-9.7422447
0.074218751,-9.7911263
0.074609376,-9.5906601
0.075000001,-10.113408
0.075390626,-9.6651945
0.075781251,-9.4148054
0.076171876,-9.2407093
0.076562501,-9.1713142
0.076953126,-9.3833694
0.077343751,-9.5745316
0.077734376,-9.7091398
0.078125001,-9.1514988
0.078515626,-9.0816345
0.078906251,-9.2085505
0.079296876,-8.9793863
0.079687501,-9.2429171
0.080078126,-8.9798107
0.080468751,-8.93367
0.080859376,-8.819293
0.081250001,-9.0216084
0.081640626,-9.0561771
0.082031251,-8.7159166
0.082421876,-8.3434181
0.082812501,-8.2118568
0.083203126,-8.475668
0.083593751,-8.5302181
0.083984376,-8.8317747
0.084375001,-8.6212397
0.084765626,-7.8415976
0.085156251,-7.9604816
0.085546876,-7.9935317
0.085937501,-7.8646011
0.086328126,-8.0815754
0.086718751,-8.2127056
0.087109376,-7.8432317
0.087500001,-7.8295527
0.087890626,-7.5262737
0.088281251,-7.5285997
0.088671876,-7.4310899
0.089062501,-7.0925465
0.089453126,-7.4553504
0.089843751,-7.1347651
0.090234376,-7.5548944
0.090625001,-7.7778926
0.091015626,-6.8353696
0.091406251,-7.0563116
0.091796876,-6.5439777
0.092187501,-6.3526964
0.092578126,-6.7395787
0.092968751,-6.7393322
0.093359376,-6.7018719
0.093750001,-6.8529634
0.094140626,-6.4988413
0.094531251,-6.1288376
0.094921876,-6.3498192
0.095312501,-5.8279996
0.095703126,-5.8355122
0.096093751,-6.1356711
0.096484376,-5.834465
