t,data
0.0,-0.92038411
0.00039062501,-0.49836433
0.00078125001,0.6603719
0.001171875,-0.073161297
0.0015625,0.55174577
0.001953125,-0.33762905
0.00234375,-1.3407719
0.002734375,-0.4335112
0.003125,-0.73921144
0.0035156251,0.53862274
0.0039062501,1.7092979
0.0042968751,1.0020667
0.0046875001,0.48565829
0.0050781251,-0.34929717
0.0054687501,-0.78198469
0.0058593751,-0.32106075
0.0062500001,0.27717653
0.0066406251,0.7239145
0.0070312501,0.15500967
0.0074218751,-0.053997029
0.0078125001,-1.1053486
0.0082031251,-1.2258332
0.0085937501,-0.41376418
0.0089843751,0.10186395
0.0093750001,1.4371872
0.0097656251,1.2925782
0.01015625,0.86903512
0.010546875,-0.37388241
0.0109375,-0.6236487
0.011328125,-0.47001168
0.01171875,0.57089722
0.012109375,0.51057243
0.0125,0.58106494
0.012890625,0.086114332
0.01328125,-1.2297337
0.013671875,-0.73161298
0.0140625,-1.1378822
0.014453125,-0.27551249
0.01484375,1.1292077
0.015234375,0.94694841
0.015625,1.0175149
0.016015625,0.8995375
0.01640625,-0.83273911
0.016796875,-0.88370693
0.0171875,0.40717745
0.017578125,-0.24999097
0.01796875,1.6753675
0.018359375,0.77011716
0.01875,-0.90944254
0.019140625,-0.17969364
0.01953125,-2.2000036
0.019921875,-1.1142485
0.0203125,1.0790372
0.020703125,0.50583708
0.02109375,1.6556513
0.021484375,1.5018377
0.021875,-0.87252164
0.022265625,-0.12653786
0.02265625,-0.77734298
0.023046875,-0.38712749
0.0234375,1.5009539
0.023828125,0.21016459
0.02421875,0.74572599
0.024609375,0.40289614
0.025,-1.6270816
0.025390625,-1.3799496
0.02578125,-0.54021049
0.026171875,-0.72398448
0.0265625,2.0069327
0.026953125,1.2480886
0.02734375,0.67442036
0.027734375,0.83905995
0.028125,-2.1202636
0.028515625,-0.49919555
0.02890625,0.38959044
0.029296875,0.39320856
0.0296875,2.1967564
0.030078125,0.099998862
0.03046875,-0.69103003
0.030859375,-1.2992302
0.03125,-1.9131689
0.031640625,0.45134979
0.03203125,0.95884335
0.032421875,0.51055211
0.0328125,1.4864411
0.033203125,-0.27515709
0.033593751,-0.52111161
0.033984376,-0.36170262
0.034375001,-0.65453792
0.034765626,0.8279767
0.035156251,1.2839882
0.035546876,0.011013657
0.035937501,0.51675463
0.036328126,-0.71188283
0.036718751,-1.5819848
0.037109376,0.33814779
0.037500001,-0.075460613
0.037890626,0.64851612
0.038281251,0.83157814
0.038671876,-0.69069421
0.039062501,0.015222825
0.039453126,0.25427458
0.039843751,-0.37320185
0.040234376,1.5419116
0.040625001,-0.18360734
0.041015626,-0.53619349
0.041406251,0.68379658
0.041796876,-1.1219391
0.042187501,0.62584364
0.042578126,0.95312881
0.042968751,-0.82036561
0.043359376,0.56425035
0.043750001,-0.58419204
0.044140626,-1.1770524
0.044531251,0.90106308
0.044921876,0.048191901
0.045312501,0.27096668
0.045703126,1.0253596
0.046093751,-0.52302283
0.046484376,-0.050076775
0.046875001,0.098483883
0.047265626,-0.85240912
0.047656251,0.82115
0.048046876,0.45014179
0.048437501,-0.21168905
0.048828126,0.77127075
0.049218751,-0.42920774
0.049609376,-0.62143946
0.050000001,0.32882598
0.050390626,-0.60480869
0.050781251,0.33378047
0.051171876,0.62310421
0.051562501,-0.37101197
0.051953126,0.8997584
0.052343751,0.21760836
0.052734376,-0.23443583
0.053125001,-0.052307621
0.053515626,-0.10479587
0.053906251,-0.59285295
0.054296876,0.80616468
0.054687501,0.73755157
0.055078126,-0.25029653
