t,data
0.0,-0.33429641
0.00039062501,-0.15490228
0.00078125001,-0.76301795
0.001171875,-0.27292281
0.0015625,0.27635127
0.001953125,-0.16662149
0.00234375,0.32003379
0.002734375,-0.22086121
0.003125,-0.42852247
0.0035156251,-0.14363672
0.0039062501,-0.12599011
0.0042968751,-0.18184233
0.0046875001,-0.32427424
0.0050781251,-0.48943609
0.0054687501,0.082468919
0.0058593751,0.10065474
0.0062500001,-0.13569184
0.0066406251,-0.22472759
0.0070312501,-0.60477859
0.0074218751,-0.73410678
0.0078125001,0.10973699
0.0082031251,0.51776314
0.0085937501,0.19194891
0.0089843751,-0.51001608
0.0093750001,-0.69029427
0.0097656251,-0.52290654
0.01015625,-0.23767722
0.010546875,0.092121907
0.0109375,-0.14541578
0.011328125,-0.057563361
0.01171875,-0.43694192
0.012109375,-0.45760992
0.0125,0.026900539
0.012890625,-0.39857912
0.01328125,-0.33118421
0.013671875,-0.43243897
0.0140625,-0.28312233
0.014453125,0.027321566
0.01484375,0.0101214
0.015234375,-0.17028269
0.015625,0.088924088
0.016015625,-0.61234826
0.01640625,-0.67632377
0.016796875,0.36317614
0.0171875,-0.35878092
0.017578125,-0.18075591
0.01796875,-0.28490081
0.018359375,-0.35108852
0.01875,0.20475467
0.019140625,-0.76878011
0.01953125,-0.66110981
0.019921875,0.21146084
0.0203125,-0.60616964
0.020703125,0.03100251
0.02109375,1.1538953
0.021484375,-1.1677787
0.021875,-0.38839012
0.022265625,-0.75634724
0.02265625,-1.0010258
0.023046875,0.85393476
0.0234375,0.45289311
0.023828125,-0.90919864
0.02421875,0.28845441
0.024609375,-0.98389399
0.025,-1.9396985
0.025390625,1.2929128
0.02578125,-0.65946639
0.026171875,-0.82705641
0.0265625,1.1902614
0.026953125,-1.8241704
0.02734375,-0.34963155
0.027734375,0.6630128
0.028125,-1.408034
0.028515625,0.54550898
0.02890625,0.085467473
0.029296875,-2.1318927
0.0296875,1.1037407
0.030078125,-1.093377
0.03046875,-1.0628928
0.030859375,1.5952861
0.03125,-2.2696438
0.031640625,0.11295928
0.03203125,0.046446145
0.032421875,-1.8755677
0.0328125,1.0999051
0.033203125,-0.040961839
0.033593751,-1.4117868
0.033984376,1.4008601
0.034375001,-1.8070421
0.034765626,-0.81559336
0.035156251,0.85438395
0.035546876,-1.5810089
0.035937501,0.82939482
0.036328126,-0.55247986
0.036718751,-1.3038795
0.037109376,0.78027534
0.037500001,-1.2017598
0.037890626,-0.66320097
0.038281251,0.24609266
0.038671876,-1.4713168
0.039062501,0.16341218
0.039453126,-0.11477569
0.039843751,-1.1185638
0.040234376,0.3822639
0.040625001,-0.9550724
0.041015626,-1.0493547
0.041406251,0.54936051
0.041796876,-1.1031996
0.042187501,-0.28185952
0.042578126,0.138689
0.042968751,-1.2173002
0.043359376,-0.26171049
0.043750001,-0.44576037
0.044140626,-1.1997179
0.044531251,0.028574217
0.044921876,-0.52806616
0.045312501,-0.35023314
0.045703126,0.54111731
0.046093751,-1.2205932
0.046484376,-0.41621935
0.046875001,-0.11269828
0.047265626,-1.0987443
0.047656251,0.12774998
0.048046876,-0.22672495
0.048437501,-0.73911834
0.048828126,0.10210745
0.049218751,-0.94435441
0.049609376,-0.6706326
0.050000001,0.651981
0.050390626,-0.68368644
0.050781251,-0.586532
0.051171876,0.03922908
0.051562501,-1.0992723
0.051953126,-0.13849185
0.052343751,0.2961835
0.052734376,-0.68233472
0.053125001,-0.1575942
0.053515626,-0.85798836
0.053906251,-0.48390347
0.054296876,-0.09564025
0.054687501,-0.17315088
0.055078126,-0.48137558
0.055468751,-0.19388299
0.055859376,-0.67451251
0.056250001,-0.76405692
0.056640626,-0.44898981
0.057031251,-0.3690258
0.057421876,0.13254771
0.057812501,-0.40648633
0.058203126,-0.20880249
0.058593751,-0.93639231
0.058984376,-0.578596
0.059375001,-0.58643627
0.059765626,-0.30231041
0.060156251,0.27946144
0.060546876,-0.90619993
0.060937501,-0.8725152
0.061328126,-0.35145253
0.061718751,-1.0990915
0.062109376,-0.032063641
0.062500001,0.33758688
0.062890626,-0.48593116
0.063281251,-0.29320699
0.063671876,-1.0787969
0.064062501,-0.87091279
0.064453126,0.17450029
0.064843751,-0.51171428
0.065234376,-0.2390084
0.065625001,-0.079289645
0.066015626,-1.3191712
0.066406251,-0.54787558
0.066796876,-0.31757599
0.067187501,-0.13044263
0.067578126,-0.019338109
0.067968751,-0.66554666
0.068359376,-0.49185973
0.068750001,-0.15180239
0.069140626,-0.5488109
0.069531251,-0.39277238
0.069921876,-0.26129061
0.070312501,-0.62496495
0.070703126,-0.46705359
0.071093751,-0.80652952
0.071484376,0.60284269
0.071875001,-0.25992692
0.072265626,-1.0405781
0.072656251,-0.29269415
0.073046876,-1.2956686
0.073437501,-0.35238877
0.073828126,-0.37447387
0.074218751,-0.22418451
0.074609376,0.53467691
0.075000001,-0.70434046
0.075390626,-1.4752419
0.075781251,0.064488575
0.076171876,-1.0771968
0.076562501,-0.27706555
0.076953126,0.91693151
0.077343751,-1.039781
0.077734376,0.0561122
0.078125001,-1.6832359
0.078515626,-1.3781844
0.078906251,0.66556466
0.079296876,-0.63890576
0.079687501,0.20417182
0.080078126,0.43157607
0.080468751,-1.3825394
0.080859376,-0.65145504
0.081250001,-0.30371529
0.081640626,-0.80150938
0.082031251,0.73191595
0.082421876,-0.52358747
0.082812501,-0.97645283
0.083203126,0.29953104
0.083593751,-1.1336429
0.083984376,-0.39786804
0.084375001,0.21506509
0.084765626,-0.87562048
0.085156251,0.24752152
0.085546876,-0.4878301
0.085937501,-0.83500946
0.086328126,0.29311013
0.086718751,-0.87178659
0.087109376,-0.74262363
0.087500001,0.58826756
0.087890626,-0.76555598
0.088281251,-0.22358979
0.088671876,0.10229991
0.089062501,-1.0406913
0.089453126,-0.017099351
0.089843751,-0.6684593
0.090234376,-0.31330264
0.090625001,0.13610916
0.091015626,-0.4699721
0.091406251,-0.57247424
0.091796876,-0.19740234
0.092187501,-0.94185698
0.092578126,-0.28364456
0.092968751,0.06752149
0.093359376,-0.55000681
0.093750001,0.4157998
0.094140626,-0.67157137
0.094531251,-0.25887173
0.094921876,0.5533675
0.095312501,-1.5710903
0.095703126,0.0061899163
0.096093751,-0.29828864
0.096484376,-0.80728394
0.096875001,0.83997715
0.097265626,-0.3974269
0.097656251,-0.29824656
0.098046876,0.062232919
0.098437501,-1.4238081
0.098828126,-0.015957303
0.099218751,0.53607756
0.099609376,-1.0203176
0.1,0.64525634
0.10039063,-0.58080065
0.10078125,-0.7548033
0.10117188,0.0029547736
0.1015625,-0.6263448
0.10195313,-0.3864457
0.10234375,0.38350064
0.10273438,-0.64992219
0.103125,0.23345587
0.10351563,0.35659581
0.10390625,-1.3799515
0.10429688,-0.52606523
0.1046875,-0.83040392
0.10507813,0.085366532
0.10546875,0.26314062
0.10585938,-0.065975122
0.10625,-0.28577065
0.10664063,-0.47894454
0.10703125,-1.3723478
0.10742188,0.094945192
0.1078125,0.23282881
0.10820313,-0.10145382
0.10859375,-0.13106421
0.10898438,-1.2165372
0.109375,-0.48011953
0.10976563,-0.1624068
0.11015625,0.17757306
0.11054688,0.35410112
0.1109375,-0.16016956
0.11132813,-1.4876509
0.11171875,-0.70725083
0.11210938,-0.13937163
0.1125,0.042527631
0.11289063,0.85213137
0.11328125,-0.48120767
0.11367188,-0.46527866
0.1140625,-0.9448179
0.11445313,-0.76685143
0.11484375,0.96747518
0.11523438,-0.10703124
0.115625,-0.036838174
0.11601563,0.091809019
0.11640625,-1.1670526
0.11679688,-0.1458836
0.1171875,-0.0131301
0.11757813,-0.5662275
0.11796875,0.2344338
0.11835938,-0.39417088
0.11875,-0.47979021
0.11914063,0.1871042
0.11953125,-0.18957752
0.11992188,-0.12878875
0.1203125,0.037947591
0.12070313,-0.70021594
0.12109375,0.12560751
0.12148438,-0.29772228
0.121875,-0.34618792
0.12226563,0.39254105
0.12265625,-0.37478501
0.12304688,0.08817713
0.1234375,-0.4848004
0.12382813,-0.29881933
0.12421875,-0.3910619
0.12460938,-0.3063072
0.125,0.73173761
0.12539063,-0.21682645
0.12578125,-0.53314835
0.12617188,-0.088480636
0.1265625,-0.7267977
0.12695313,0.085473783
0.12734375,1.0110184
0.12773438,-0.16165596
0.128125,0.52436388
0.12851563,-0.9007349
0.12890625,-1.3500767
0.12929688,1.4920514
0.1296875,-0.3534345
0.13007813,0.2078788
0.13046875,0.67611206
0.13085938,-1.5004811
0.13125,-0.15385422
0.13164063,0.43869111
0.13203125,-0.38030574
0.13242188,1.7727096
0.1328125,-0.46040612
0.13320313,-1.0319422
0.13359375,0.86914098
0.13398438,-0.92055732
