t,data
0.0,1.2254405
0.00039062501,2.6089191
0.00078125001,2.224551
0.001171875,0.5661366
0.0015625,1.3216512
0.001953125,0.78042579
0.00234375,1.7605319
0.002734375,2.2171397
0.003125,2.3449135
0.0035156251,0.80606914
0.0039062501,1.4197034
0.0042968751,1.4692237
0.0046875001,1.5747664
0.0050781251,2.7253318
0.0054687501,0.86681044
0.0058593751,0.84330326
0.0062500001,1.0959327
0.0066406251,0.36131397
0.0070312501,2.0231366
0.0074218751,2.6295485
0.0078125001,1.1359961
0.0082031251,-0.0539634
0.0085937501,1.1400582
0.0089843751,0.43246126
0.0093750001,1.795675
0.0097656251,3.3153243
0.01015625,0.29119769
0.010546875,1.7089272
0.0109375,1.5419607
0.011328125,-0.65968567
0.01171875,2.5871861
0.012109375,2.6818886
0.0125,-0.42809612
0.012890625,3.0445299
0.01328125,0.19961691
0.013671875,0.50953507
0.0140625,4.24301
0.014453125,-1.0106437
0.01484375,1.3161792
0.015234375,2.0198479
0.015625,-0.5485459
0.016015625,2.0099413
0.01640625,2.550096
0.016796875,-0.93221128
0.0171875,2.439075
0.017578125,0.95265692
0.01796875,-1.459847
0.018359375,3.4928813
0.01875,-0.35204476
0.019140625,0.098515704
0.01953125,3.5835741
0.019921875,-0.72054404
0.0203125,1.0268538
0.020703125,2.4513116
0.02109375,-2.4479887
0.021484375,2.4464321
0.021875,2.978564
0.022265625,-1.2729179
0.02265625,3.0871484
0.023046875,-0.33246058
0.0234375,-0.19435015
0.023828125,3.4299808
0.02421875,0.41958544
0.024609375,0.64171457
0.025,0.95252311
0.025390625,-0.092471726
0.02578125,-0.22102711
0.026171875,3.3802619
0.0265625,0.14905222
0.026953125,0.43116587
0.02734375,1.5118363
0.027734375,-2.6546133
0.028125,2.4332633
0.028515625,1.1758736
0.02890625,1.1927488
0.029296875,1.734668
0.0296875,-0.20377246
0.030078125,-0.23449723
0.03046875,1.0347382
0.030859375,0.51233995
0.03125,1.6344726
0.031640625,1.2267628
0.03203125,0.99270058
0.032421875,0.69358039
0.0328125,0.075362734
0.033203125,0.32285869
0.033593751,-0.63159323
0.033984376,2.9590812
0.034375001,0.9570365
0.034765626,0.63652349
0.035156251,1.4412944
0.035546876,-0.9152593
0.035937501,-0.27361187
0.036328126,1.4450785
0.036718751,2.0759735
0.037109376,0.59102845
0.037500001,0.67801678
0.037890626,-1.1932509
0.038281251,-0.029544204
0.038671876,1.4267876
0.039062501,1.3487951
0.039453126,0.74334896
0.039843751,0.10827582
0.040234376,0.28509897
0.040625001,-0.63847309
0.041015626,1.819916
0.041406251,2.1001315
0.041796876,1.0194268
0.042187501,-0.3208299
0.042578126,0.47055942
0.042968751,-0.39944661
0.043359376,1.232973
0.043750001,1.8866516
0.044140626,0.10308429
0.044531251,1.942126
0.044921876,-0.8925404
0.045312501,-0.30972743
0.045703126,1.2527003
0.046093751,-0.0089487582
0.046484376,1.5160265
0.046875001,-0.022073805
0.047265626,0.09705431
0.047656251,0.64991951
0.048046876,-0.24377199
0.048437501,0.79994357
0.048828126,0.39676574
0.049218751,-0.25003061
0.049609376,0.038885608
0.050000001,-0.63594836
0.050390626,1.1838245
0.050781251,1.2442245
0.051171876,-0.45229274
0.051562501,0.2921102
0.051953126,-1.1742601
0.052343751,-0.1193854
0.052734376,0.65378219
0.053125001,0.14151371
0.053515626,0.55228579
0.053906251,1.1419163
0.054296876,-1.2157756
0.054687501,-0.60259849
0.055078126,1.4491582
0.055468751,-0.87356043
0.055859376,1.0291193
0.056250001,-0.35561973
0.056640626,-0.90948772
0.057031251,0.99780136
0.057421876,-1.3132093
0.057812501,0.66929579
0.058203126,1.2783356
0.058593751,-1.1476088
0.058984376,-1.1737747
0.059375001,-0.93575156
0.059765626,-0.83874273
0.060156251,2.1109669
0.060546876,0.71857285
0.060937501,-0.88567078
0.061328126,0.36057228
0.061718751,-2.6225622
0.062109376,-0.80330175
0.062500001,2.4909558
0.062890626,-0.12934901
0.063281251,0.23646864
0.063671876,-1.0039144
0.064062501,-2.2828155
0.064453126,1.5798721
0.064843751,-0.39803469
0.065234376,-0.86770135
0.065625001,0.93446881
0.066015626,-1.7269888
0.066406251,-0.45446888
0.066796876,1.1294795
0.067187501,-1.4065607
0.067578126,-0.25381309
0.067968751,-0.79169023
0.068359376,-1.7697015
0.068750001,1.2222555
0.069140626,-0.1836164
0.069531251,-1.3043313
0.069921876,0.16924717
0.070312501,-1.5403248
0.070703126,-1.1862898
0.071093751,0.46270961
0.071484376,-0.10233662
0.071875001,0.11912414
0.072265626,-0.034836553
0.072656251,-1.2777078
0.073046876,0.32098353
0.073437501,-0.19273104
0.073828126,-0.79596061
0.074218751,0.40501708
0.074609376,-0.24130887
0.075000001,-0.087437697
0.075390626,0.3645469
0.075781251,-0.76617056
0.076171876,-0.63962138
0.076562501,-0.16558376
0.076953126,-1.4371309
0.077343751,0.44243547
0.077734376,1.0957059
0.078125001,-1.2095654
0.078515626,-0.5450443
0.078906251,-0.65213513
0.079296876,-1.2712263
0.079687501,0.59950793
0.080078126,-0.012730956
0.080468751,-0.89526367
0.080859376,0.1492358
0.081250001,-1.3659691
0.081640626,-0.70740426
0.082031251,1.6948442
0.082421876,-0.48442978
0.082812501,-0.64019966
0.083203126,-0.53767103
0.083593751,-1.9176899
0.083984376,1.11259
0.084375001,1.1864727
0.084765626,-0.33758783
0.085156251,0.58275563
0.085546876,-1.2645299
0.085937501,-1.5803725
0.086328126,-0.072386302
0.086718751,0.56809378
0.087109376,-0.052595727
0.087500001,0.33071268
0.087890626,-0.8324405
0.088281251,-1.2439311
0.088671876,0.065462247
0.089062501,-0.1937221
0.089453126,-0.63057172
0.089843751,-0.13992132
0.090234376,-0.72556812
0.090625001,-0.59480071
0.091015626,0.9344058
0.091406251,0.1931074
0.091796876,-0.8577801
0.092187501,-0.53295279
0.092578126,-0.65174824
0.092968751,-0.95932877
0.093359376,1.1135877
0.093750001,-0.0081247082
0.094140626,-0.38931614
0.094531251,0.15128738
0.094921876,-1.5087926
0.095312501,-0.45748472
0.095703126,0.73043317
0.096093751,-1.236414
0.096484376,0.1093874
0.096875001,0.010463372
0.097265626,-1.2316456
0.097656251,0.60827923
0.098046876,-0.64953047
0.098437501,-1.6380658
0.098828126,0.18276143
0.099218751,-1.0108687
0.099609376,-0.70963389
0.1,0.54061675
0.10039063,-1.8043191
0.10078125,-0.24230692
0.10117188,0.45200664
0.1015625,-1.0137204
