1162039118      4000         3
                                                    TW_Input2(t)
                                                                
                                                                
         1               92160         1         2      2048                  45         0
  1.02400000000000e+004  1.00000000000000e+000  1.00000000000000e+001  9.79591812938452e-003         0
         0      2048       100         0
        17         0         0         0         0         1  0.00000000000000e+000  9.76562514551915e-005
         0
        12         0         0         0         1         1  0.00000000000000e+000  1.00000000000000e+000
         0
        17         0         0         0         0         1  0.00000000000000e+000  2.00000002980232e-001
         0
         0         0         0
 0.0000000e+000	 1.0095448e+000
 9.7656251e-005	 1.0490521e+000
 1.9531250e-004	 1.3792033e+000
 2.9296875e-004	 1.4323797e+000
 3.9062501e-004	 1.4167426e+000
 4.8828126e-004	 1.4114037e+000
 5.8593751e-004	 1.2937899e+000
 6.8359376e-004	 1.2327070e+000
 7.8125001e-004	 1.2219179e+000
 8.7890626e-004	 1.1710747e+000
 9.7656251e-004	 9.6273273e-001
 1.0742188e-003	 6.8444645e-001
 1.1718750e-003	 3.4337160e-001
 1.2695313e-003	 4.8053112e-002
 1.3671875e-003	-1.4538629e-001
 1.4648438e-003	-3.7664887e-001
 1.5625000e-003	-7.6206416e-001
 1.6601563e-003	-1.0842988e+000
 1.7578125e-003	-1.1758618e+000
 1.8554688e-003	-1.2842275e+000
 1.9531250e-003	-1.3635373e+000
 2.0507813e-003	-1.5783272e+000
 2.1484375e-003	-1.6311240e+000
 2.2460938e-003	-1.3245170e+000
 2.3437500e-003	-1.0254568e+000
 2.4414063e-003	-9.3088788e-001
 2.5390625e-003	-9.3624568e-001
 2.6367188e-003	-6.8447101e-001
 2.7343750e-003	-6.5597570e-001
 2.8320313e-003	-7.1606159e-001
 2.9296875e-003	-5.6787729e-001
 3.0273438e-003	-4.1672811e-001
 3.1250000e-003	-1.6666412e-001
 3.2226563e-003	 5.0552940e-001
 3.3203125e-003	 8.9312792e-001
 3.4179688e-003	 7.8218830e-001
 3.5156251e-003	 1.5325617e+000
 3.6132813e-003	 1.9511104e+000
 3.7109376e-003	 1.4573385e+000
 3.8085938e-003	 1.1518190e+000
 3.9062501e-003	 1.4007984e+000
 4.0039063e-003	 1.8636169e+000
 4.1015626e-003	 1.7600186e+000
 4.1992188e-003	 1.4527383e+000
 4.2968751e-003	 1.1989274e+000
 4.3945313e-003	 1.3843505e+000
 4.4921876e-003	 1.5865771e+000
 4.5898438e-003	 1.3913713e+000
